property_type,property_subtype,living_area_m2,bedrooms,bathrooms,postal_code,latitude,longitude,building_year,state_of_the_building,furnished,has_garage,parking_count,kitchen_equipped,has_elevator,facades,floors_total,has_garden,garden_area_m2,has_terrace,total_area_m2,epc_score,region,province,km_from_nearby_city,is_nearby_city_prestigious,floor_number,coord_swapped,urban_density,property_age,living_area_ratio,bedroom_density,average_room_size,living_area_squared,external_area_dominance_index
House,residence,43.0,1.0,1.0,2490,51.17313489,5.21334107,1970.0,To renovate,0,0,,,0,4.0,,0,,0,2054.0,F,Flanders,Antwerp,15.5,0,,False,325.7701098964655,56.0,0.020934761441090556,0.023255813953488372,43.0,1849.0,0.9790652385589095
Apartment,apartment,80.0,2.0,1.0,8560,50.8114829,3.1856957,1963.0,New,0,0,,Super equipped,0,2.0,3.0,0,,1,,B,Flanders,West Flanders,5.9,0,2.0,False,816.0779316777307,63.0,,0.025,40.0,6400.0,
House,residence,212.0,2.0,1.0,3930,51.24774,5.549133,1976.0,,0,1,2.0,,0,3.0,,1,,1,413.0,,Flanders,Limburg,22.3,0,,False,333.1401727546187,50.0,0.513317191283293,0.009433962264150943,106.0,44944.0,0.486682808716707
House,residence,100.0,2.0,1.0,6032,50.3774699,4.4199018,1960.0,To renovate,0,1,,Partially equipped,0,2.0,3.0,1,1078.0,1,1209.0,D,Wallonia,Hainaut,4.1,0,,False,1998.7147535770227,66.0,0.0827129859387924,0.02,50.0,10000.0,0.9172870140612076
Apartment,apartment,100.0,3.0,1.0,6840,49.8419478,5.4348797,,Normal,0,0,,Fully equipped,0,,1.0,0,,0,,C,Wallonia,Luxembourg,32.6,0,,False,72.95280387376795,,,0.03,33.333333333333336,10000.0,
House,residence,150.0,3.0,1.0,4500,50.5260461,5.2327316,,Normal,0,0,,Fully equipped,0,3.0,1.0,1,20.0,1,130.0,E,Wallonia,Liège,26.7,0,,False,458.68456822961184,,1.1538461538461537,0.02,50.0,22500.0,-0.15384615384615374
House,residence,121.0,3.0,1.0,9230,51.0102389,3.8770316,2024.0,New,0,0,,Super equipped,0,3.0,1.0,1,76.0,1,209.0,,Flanders,East Flanders,12.2,0,,False,727.3723894263135,2.0,0.5789473684210527,0.024793388429752067,40.333333333333336,14641.0,0.42105263157894735
House,residence,219.0,4.0,1.0,2820,51.0276811,4.5526373,1956.0,Normal,0,1,1.0,,0,4.0,,1,,1,1025.0,B,Flanders,Antwerp,5.3,0,,False,535.8179401133107,70.0,0.21365853658536585,0.0182648401826484,54.75,47961.0,0.7863414634146342
House,residence,127.0,3.0,1.0,6470,50.2004025,4.1728349,1850.0,To renovate,0,0,,,0,2.0,,0,,0,,G,Wallonia,Hainaut,30.3,0,,False,66.09950289336967,176.0,,0.023622047244094488,42.333333333333336,16129.0,
Apartment,apartment,140.0,3.0,,4000,50.6764475,5.5440771,2024.0,,0,0,,Fully equipped,1,,3.0,0,,1,,A+,Wallonia,Liège,5.5,0,2.0,False,2874.325750721212,2.0,,0.02142857142857143,46.666666666666664,19600.0,
Apartment,apartment,85.0,2.0,1.0,1082,50.8644399,4.297447,1971.0,Excellent,0,0,,,1,2.0,8.0,0,,0,,D,Brussels,Brussels Capital Region,4.1,0,5.0,False,8746.532958229234,55.0,,0.023529411764705882,42.5,7225.0,
House,residence,,3.0,1.0,8554,50.7534915,3.370096,,Normal,0,0,,,0,4.0,1.0,0,,0,900.0,D,Flanders,West Flanders,11.1,0,,False,406.69505918906793,,,,,,
House,residence,143.0,3.0,1.0,3945,51.092713,5.14554131,,Normal,0,1,1.0,,0,4.0,,1,,1,406.0,D,Flanders,Limburg,13.4,0,,False,,,0.3522167487684729,0.02097902097902098,47.666666666666664,20449.0,0.6477832512315271
Apartment,duplex,133.0,3.0,2.0,8000,51.2134752,3.2035474,2003.0,Normal,0,0,,,1,,,0,,0,,C,Flanders,West Flanders,1.5,0,4.0,False,851.9094909591487,23.0,,0.022556390977443608,44.333333333333336,17689.0,
House,villa,570.0,6.0,4.0,2390,51.2888439,4.7219528,2009.0,Excellent,0,1,1.0,Super equipped,1,4.0,,1,1100.0,1,1575.0,A,Flanders,Antwerp,15.9,0,,False,313.05339748615285,17.0,0.3619047619047619,0.010526315789473684,95.0,324900.0,0.638095238095238
Apartment,apartment,44.0,1.0,1.0,1020,50.8779875,4.3477814,1930.0,Excellent,0,0,,Fully equipped,0,,3.0,0,,0,,G,Brussels,Brussels Capital Region,3.1,0,3.0,False,5993.831924903229,96.0,,0.022727272727272728,44.0,1936.0,
House,residence,122.0,3.0,1.0,3600,50.9571254,5.4837954,1930.0,,0,0,,Super equipped,0,,,1,,1,204.0,E,Flanders,Limburg,1.4,0,,False,777.1742077168668,96.0,0.5980392156862745,0.02459016393442623,40.666666666666664,14884.0,0.4019607843137255
Apartment,apartment,84.0,2.0,,3580,51.04027,5.176764,,Normal,0,0,,,0,,,0,,0,,B,Flanders,Limburg,16.3,0,2.0,False,620.5969306431582,,,0.023809523809523808,42.0,7056.0,
House,residence,203.0,4.0,1.0,3700,50.7799435,5.4698393,1899.0,,0,0,,,0,,,1,,1,233.0,C,Flanders,Limburg,17.5,0,,False,,127.0,0.871244635193133,0.019704433497536946,50.75,41209.0,0.128755364806867
House,residence,289.0,4.0,1.0,2860,51.07026,4.519905,2025.0,,0,0,,,0,,,1,,0,1857.0,,Flanders,Antwerp,5.8,0,,False,606.1872303184107,1.0,0.15562735595045774,0.01384083044982699,72.25,83521.0,0.8443726440495423
House,residence,260.0,4.0,,2820,51.0422512,4.5167521,2024.0,New,0,1,,,0,2.0,,1,,0,808.0,,Flanders,Antwerp,3.3,0,,False,535.8179401133107,2.0,0.3217821782178218,0.015384615384615385,65.0,67600.0,0.6782178217821782
House,residence,194.0,3.0,1.0,8680,51.0676581,2.9588745,1976.0,,0,1,1.0,,0,4.0,,1,,1,2684.0,E,Flanders,West Flanders,16.6,0,,False,223.1538242727908,50.0,0.07228017883755589,0.015463917525773196,64.66666666666667,37636.0,0.9277198211624441
Apartment,apartment,107.0,2.0,1.0,4000,50.6364889,5.5697128,2023.0,New,0,0,,,1,3.0,,0,,1,,,Wallonia,Liège,0.8,0,4.0,False,2874.325750721212,3.0,,0.018691588785046728,53.5,11449.0,
Apartment,apartment,90.0,2.0,1.0,2140,51.2116383,4.4546374,1962.0,Normal,0,1,,Fully equipped,0,2.0,5.0,0,,1,,D,Flanders,Antwerp,3.7,0,1.0,False,2699.1056940804588,64.0,,0.022222222222222223,45.0,8100.0,
House,residence,188.0,3.0,1.0,6700,49.650609,5.7767055,,To renovate,0,1,1.0,Fully equipped,0,3.0,,1,255.0,1,488.0,D,Wallonia,Luxembourg,4.6,0,,False,264.5100871196674,,0.38524590163934425,0.015957446808510637,62.666666666666664,35344.0,0.6147540983606558
Apartment,apartment,90.0,2.0,1.0,7130,50.4278907,4.1185307,,To renovate,0,1,1.0,,1,,,0,,1,,B,Wallonia,Hainaut,7.6,0,1.0,False,551.825669894378,,,0.022222222222222223,45.0,8100.0,
House,residence,190.0,3.0,1.0,5377,50.3399089,5.3700431,,New,0,1,1.0,,0,4.0,,1,,0,806.0,A+,Wallonia,Namur,35.8,0,,False,65.00727020925747,,0.23573200992555832,0.015789473684210527,63.333333333333336,36100.0,0.7642679900744417
House,residence,140.0,2.0,1.0,7370,50.4000125,3.7827922,,To renovate,0,1,1.0,Fully equipped,0,2.0,,1,,1,446.0,G,Wallonia,Hainaut,13.4,0,,False,492.53660378076745,,0.31390134529147984,0.014285714285714285,70.0,19600.0,0.6860986547085202
Apartment,apartment,40.0,,1.0,1050,50.8235717,4.3766927,,,0,0,,,0,1.0,,0,,0,,D,Brussels,Brussels Capital Region,3.5,0,1.0,False,10007.880162151841,,,,,1600.0,
House,master-house,,4.0,1.0,2018,51.2084605,4.4320993,,To renovate,0,0,,,0,2.0,3.0,0,,0,136.0,F,Flanders,Antwerp,2.4,0,,False,2699.1056940804588,,,,,,
House,residence,167.0,2.0,1.0,2100,51.23233,4.453866,1948.0,Normal,0,1,1.0,,0,2.0,,0,,0,90.0,C,Flanders,Antwerp,3.9,0,,False,2699.1056940804588,78.0,1.8555555555555556,0.011976047904191617,83.5,27889.0,-0.8555555555555556
Apartment,apartment,150.0,3.0,1.0,1000,50.8427501,4.3515499,,,0,1,1.0,,0,2.0,,0,,1,,,Brussels,Brussels Capital Region,0.8,0,2.0,False,5993.831924903229,,,0.02,50.0,22500.0,
Apartment,apartment,46.0,1.0,1.0,1050,50.8159202,4.3680719,1979.0,Normal,0,0,,,1,,11.0,0,,1,,E,Brussels,Brussels Capital Region,2.7,1,5.0,False,10007.880162151841,47.0,,0.021739130434782608,46.0,2116.0,
House,residence,,5.0,,5537,50.3090424,4.8193953,,,0,0,,,0,,,1,,1,,C,Wallonia,Namur,17.9,0,,False,107.66750619411394,,,,,,
House,villa,263.0,6.0,1.0,6870,50.02142,5.369765,2011.0,,0,1,1.0,,0,4.0,,1,,1,2800.0,B,Wallonia,Luxembourg,49.4,0,,False,50.81752243352301,15.0,0.09392857142857143,0.022813688212927757,43.833333333333336,69169.0,0.9060714285714285
House,residence,140.0,4.0,1.0,5340,50.4531724,5.06310677,2003.0,,0,1,1.0,,0,4.0,,1,,1,774.0,C,Wallonia,Namur,13.9,0,,False,114.4902238915372,23.0,0.18087855297157623,0.02857142857142857,35.0,19600.0,0.8191214470284238
House,residence,170.0,3.0,1.0,1861,50.99390857,4.32626152,2026.0,New,0,0,,,0,2.0,,1,65.0,1,,,Flanders,Flemish Brabant,11.2,0,,False,581.5470763400757,0.0,,0.01764705882352941,56.666666666666664,28900.0,
House,residence,,3.0,1.0,4032,50.6080657,5.6223987,,Normal,0,0,,Fully equipped,0,2.0,2.0,0,,1,78.0,C,Wallonia,Liège,4.1,0,,False,2874.325750721212,,,,,,
House,residence,85.0,2.0,1.0,6042,50.4315093,4.44718,,Normal,0,0,,Partially equipped,0,2.0,,1,,1,265.0,G,Wallonia,Hainaut,2.3,0,,False,1998.7147535770227,,0.32075471698113206,0.023529411764705882,42.5,7225.0,0.679245283018868
House,residence,154.0,3.0,1.0,9400,50.8311501,3.993735,,New,1,1,1.0,,0,3.0,,1,,0,529.0,,Flanders,East Flanders,12.3,0,,False,554.9891256142763,,0.29111531190926276,0.01948051948051948,51.333333333333336,23716.0,0.7088846880907372
Apartment,apartment,78.0,2.0,1.0,6001,50.3922481,4.4436699,,Normal,0,1,,Fully equipped,1,4.0,,0,,1,,D,Wallonia,Hainaut,2.1,0,1.0,False,1998.7147535770227,,,0.02564102564102564,39.0,6084.0,
House,residence,233.0,4.0,2.0,6540,50.3682434,4.2662585,,New,0,1,2.0,,0,4.0,,1,,0,1987.0,A+,Wallonia,Hainaut,13.5,0,,False,184.8596675895721,,0.11726220432813286,0.017167381974248927,58.25,54289.0,0.8827377956718672
House,residence,220.0,4.0,2.0,2930,51.2956499,4.5045383,1955.0,Excellent,0,1,1.0,,0,,,1,,0,300.0,C,Flanders,Antwerp,11.1,0,,False,995.7494922702998,71.0,0.7333333333333333,0.01818181818181818,55.0,48400.0,0.2666666666666667
House,residence,147.0,3.0,1.0,5070,50.39859,4.65956,,New,0,1,1.0,,0,4.0,,0,,0,917.0,A+,Wallonia,Namur,15.3,0,,False,164.8515424898159,,0.16030534351145037,0.02040816326530612,49.0,21609.0,0.8396946564885497
House,residence,227.0,4.0,2.0,9840,50.9981779,3.6607803,1965.0,,0,0,,,0,4.0,,1,,1,696.0,B,Flanders,East Flanders,7.4,0,,False,,61.0,0.3261494252873563,0.01762114537444934,56.75,51529.0,0.6738505747126438
Apartment,apartment,89.0,2.0,1.0,1082,50.868601,4.2911222,2023.0,New,0,0,,Super equipped,1,3.0,3.0,0,,1,,B,Brussels,Brussels Capital Region,4.7,0,2.0,False,8746.532958229234,3.0,,0.02247191011235955,44.5,7921.0,
House,residence,90.0,2.0,1.0,7340,50.4219636,3.8449946,,To renovate,0,0,,,0,2.0,,0,,1,90.0,F,Wallonia,Hainaut,8.4,0,,False,1514.1481060774033,,1.0,0.022222222222222223,45.0,8100.0,0.0
Apartment,ground-floor,77.0,1.0,1.0,1080,50.8493105,4.3009731,1962.0,Normal,0,0,,Super equipped,0,2.0,2.0,1,105.0,1,,G,Brussels,Brussels Capital Region,3.6,0,0.0,False,16409.421711093237,64.0,,0.012987012987012988,77.0,5929.0,
House,residence,128.0,3.0,,8890,50.8512219,3.0966471,1930.0,,0,1,1.0,,0,2.0,,1,,1,165.0,F,Flanders,West Flanders,10.6,0,,False,324.53893259229636,96.0,0.7757575757575758,0.0234375,42.666666666666664,16384.0,0.22424242424242424
House,residence,138.0,4.0,1.0,9000,51.06426,3.697351,1900.0,Normal,0,0,,,0,2.0,,1,40.0,0,116.0,C,Flanders,East Flanders,1.8,0,,False,1728.1862462455617,126.0,1.1896551724137931,0.028985507246376812,34.5,19044.0,-0.18965517241379315
House,residence,564.0,4.0,4.0,3090,50.77381,4.53475,1985.0,Excellent,0,1,3.0,Super equipped,0,4.0,,1,4500.0,1,5485.0,B,Flanders,Flemish Brabant,0.3,1,,False,583.4950902725091,41.0,0.10282588878760256,0.0070921985815602835,141.0,318096.0,0.8971741112123974
House,residence,190.0,3.0,1.0,5150,50.43405,4.75922,,New,0,1,1.0,,0,4.0,,1,,0,1688.0,A+,Wallonia,Namur,8.5,0,,False,206.6005147710636,,0.11255924170616113,0.015789473684210527,63.333333333333336,36100.0,0.8874407582938388
House,residence,155.0,4.0,,1060,50.8271186,4.3359633,,,0,0,,,0,2.0,,0,,1,70.0,G,Brussels,Brussels Capital Region,2.8,0,,False,19270.221665394678,,2.2142857142857144,0.025806451612903226,38.75,24025.0,-1.2142857142857144
Apartment,apartment,100.0,3.0,1.0,2020,51.1820808,4.3922583,,,0,0,,,1,,,0,,0,,B,Flanders,Antwerp,4.2,0,6.0,False,2699.1056940804588,,,0.03,33.333333333333336,10000.0,
House,residence,227.0,4.0,1.0,2180,51.2860794,4.415928,1976.0,,0,1,1.0,,0,2.0,2.0,1,,0,190.0,B,Flanders,Antwerp,7.5,0,,False,2699.1056940804588,50.0,1.194736842105263,0.01762114537444934,56.75,51529.0,-0.1947368421052631
Apartment,apartment,101.0,2.0,1.0,2018,51.21388,4.424101,2024.0,New,0,0,,,1,4.0,13.0,0,,1,,,Flanders,Antwerp,1.6,0,7.0,False,2699.1056940804588,2.0,,0.019801980198019802,50.5,10201.0,
House,residence,180.0,3.0,1.0,2275,51.2466593,4.8255927,1965.0,Normal,0,1,1.0,,0,4.0,,1,,1,969.0,C,Flanders,Antwerp,11.8,0,,False,287.3232445975698,61.0,0.18575851393188855,0.016666666666666666,60.0,32400.0,0.8142414860681114
House,residence,165.0,4.0,1.0,8680,51.0890253,2.9715052,1934.0,,0,1,1.0,,0,2.0,,1,,0,271.0,E,Flanders,West Flanders,14.4,0,,False,223.1538242727908,92.0,0.6088560885608856,0.024242424242424242,41.25,27225.0,0.3911439114391144
House,residence,190.0,3.0,1.0,5300,50.4833333,5.0833333,,New,0,1,1.0,,0,4.0,,1,,0,2202.0,A+,Wallonia,Namur,15.4,0,,False,327.8477400802004,,0.08628519527702089,0.015789473684210527,63.333333333333336,36100.0,0.9137148047229791
House,residence,188.0,4.0,1.0,1450,50.62049,4.641217,1930.0,Normal,0,0,,Super equipped,0,2.0,,1,,1,442.0,C,Wallonia,Walloon Brabant,23.4,0,,False,247.4841367959587,96.0,0.4253393665158371,0.02127659574468085,47.0,35344.0,0.5746606334841629
House,cottage,42.0,2.0,1.0,5542,50.18794,4.83151,,Excellent,1,0,,,0,,,1,271.0,1,,G,Wallonia,Namur,31.1,0,,False,107.45444324011787,,,0.047619047619047616,21.0,1764.0,
Apartment,apartment,57.0,1.0,,1190,50.8137837,4.3318123,,To renovate,0,0,,,1,2.0,6.0,0,,1,,F,Brussels,Brussels Capital Region,1.4,1,0.0,False,9325.255702797482,,,0.017543859649122806,57.0,3249.0,
House,residence,183.0,3.0,1.0,2242,51.21775,4.703263,1972.0,To renovate,0,1,2.0,,0,4.0,,0,,0,1554.0,D,Flanders,Antwerp,20.4,0,,False,334.75089396498953,54.0,0.11776061776061776,0.01639344262295082,61.0,33489.0,0.8822393822393823
Apartment,apartment,88.0,2.0,1.0,1400,50.6039471,4.3367347,2016.0,Normal,0,0,,Fully equipped,1,3.0,,0,,1,,B,Wallonia,Walloon Brabant,17.3,0,1.0,False,483.7734161538502,10.0,,0.022727272727272728,44.0,7744.0,
House,villa,169.0,5.0,1.0,6594,50.013495,4.1729605,2006.0,,0,1,2.0,,0,4.0,,1,,1,1113.0,D,Wallonia,Hainaut,48.2,0,,False,60.60980117365893,20.0,0.1518418688230009,0.029585798816568046,33.8,28561.0,0.8481581311769991
House,residence,147.0,3.0,1.0,6534,50.3334575,4.351614,,New,0,0,,,0,4.0,,0,,0,1163.0,A+,Wallonia,Hainaut,10.8,0,,False,193.90726294680044,,0.12639724849527084,0.02040816326530612,49.0,21609.0,0.8736027515047291
Apartment,apartment,42.0,1.0,1.0,6700,49.6810154,5.8201985700000005,1991.0,Normal,0,0,,,0,2.0,2.0,0,,0,,F,Wallonia,Luxembourg,0.4,0,,False,264.5100871196674,35.0,,0.023809523809523808,42.0,1764.0,
Apartment,apartment,93.0,2.0,1.0,3680,51.0988586,5.7863233,1979.0,,0,0,,,0,,,0,,1,,C,Flanders,Limburg,25.0,0,,False,334.6337044205168,47.0,,0.021505376344086023,46.5,8649.0,
Apartment,apartment,170.0,3.0,2.0,2018,51.2121606,4.4174626,1977.0,Normal,0,0,,,1,,8.0,0,,0,,B,Flanders,Antwerp,1.3,0,7.0,False,2699.1056940804588,49.0,,0.01764705882352941,56.666666666666664,28900.0,
House,residence,60.0,2.0,1.0,5060,50.4688519,4.63037504,,To renovate,0,1,1.0,,0,2.0,1.0,1,448.0,0,572.0,G,Wallonia,Namur,14.7,0,,False,835.6379641877414,,0.1048951048951049,0.03333333333333333,30.0,3600.0,0.8951048951048951
Apartment,apartment,120.0,2.0,2.0,1050,50.8235717,4.3766927,,,0,1,1.0,,0,2.0,,1,60.0,0,,G,Brussels,Brussels Capital Region,3.5,0,1.0,False,10007.880162151841,,,0.016666666666666666,60.0,14400.0,
Apartment,apartment,35.0,1.0,1.0,4000,50.6396667,5.5677136,,Normal,0,0,,Fully equipped,0,2.0,,0,,0,,G,Wallonia,Liège,1.2,0,1.0,False,2874.325750721212,,,0.02857142857142857,35.0,1225.0,
House,residence,193.0,4.0,1.0,3580,51.0422892,5.2319013,1983.0,,0,1,1.0,,0,4.0,,0,,0,1026.0,E,Flanders,Limburg,14.3,0,,False,620.5969306431582,43.0,0.1881091617933723,0.02072538860103627,48.25,37249.0,0.8118908382066277
House,residence,140.0,3.0,1.0,6940,50.3189364,5.4422752,2025.0,New,0,1,,Fully equipped,0,4.0,2.0,1,,1,739.0,A,Wallonia,Luxembourg,36.2,0,,False,73.28168569300765,1.0,0.18944519621109607,0.02142857142857143,46.666666666666664,19600.0,0.8105548037889039
House,residence,502.0,6.0,1.0,4180,50.4242688,5.52900284,2006.0,,0,1,2.0,,0,4.0,4.0,1,,1,2302.0,B,Wallonia,Liège,23.4,0,,False,136.05599592427743,20.0,0.21807124239791487,0.01195219123505976,83.66666666666667,252004.0,0.7819287576020851
House,residence,97.0,2.0,1.0,7700,50.7459126,3.219272,,,0,0,,,0,2.0,,0,,0,50.0,D,Wallonia,Hainaut,0.5,0,,False,1484.477213875128,,1.94,0.020618556701030927,48.5,9409.0,-0.94
House,residence,148.0,4.0,1.0,5590,50.2956773,5.1008307,,New,0,0,,,0,4.0,,1,,0,4650.0,A+,Wallonia,Namur,25.2,0,,False,116.45392758162295,,0.031827956989247314,0.02702702702702703,37.0,21904.0,0.9681720430107527
House,residence,360.0,4.0,2.0,1180,50.8,4.3333333,1959.0,To renovate,0,1,1.0,,0,8.0,2.0,0,,0,5.0,G,Brussels,Brussels Capital Region,0.4,1,,False,3811.786011123928,67.0,72.0,0.011111111111111112,90.0,129600.0,-71.0
House,residence,158.0,3.0,1.0,5300,50.4833333,5.0833333,,New,0,1,1.0,,0,4.0,,1,,0,1615.0,A+,Wallonia,Namur,15.4,0,,False,327.8477400802004,,0.0978328173374613,0.0189873417721519,52.666666666666664,24964.0,0.9021671826625387
House,residence,169.0,4.0,1.0,6220,50.4771076,4.5363885,1900.0,To renovate,0,0,,Partially equipped,0,3.0,2.0,1,790.0,1,790.0,D,Wallonia,Hainaut,9.8,0,,False,385.413160337376,126.0,0.2139240506329114,0.023668639053254437,42.25,28561.0,0.7860759493670886
Apartment,apartment,62.0,1.0,1.0,1210,50.8522733,4.3756932,1900.0,To renovate,0,0,,Partially equipped,0,2.0,3.0,0,,1,,F,Brussels,Brussels Capital Region,1.7000000000000002,0,1.0,False,23485.952960668412,126.0,,0.016129032258064516,62.0,3844.0,
House,residence,228.0,4.0,,4030,50.6208463,5.6004859,,To renovate,0,0,,,0,2.0,3.0,0,,0,130.0,E,Wallonia,Liège,2.0,0,,False,2874.325750721212,,1.7538461538461538,0.017543859649122806,57.0,51984.0,-0.7538461538461538
Apartment,apartment,74.0,2.0,1.0,9100,51.16616,4.136338,1982.0,Normal,0,1,,,1,2.0,7.0,0,,0,,B,Flanders,East Flanders,0.5,0,4.0,False,981.7482390652697,44.0,,0.02702702702702703,37.0,5476.0,
Apartment,apartment,70.0,1.0,,1030,50.85882245,4.36509893,1874.0,To renovate,0,0,,,0,,2.0,0,,1,,G,Brussels,Brussels Capital Region,1.3,0,1.0,False,16424.510944318972,152.0,,0.014285714285714285,70.0,4900.0,
House,residence,228.0,6.0,2.0,2440,51.16578,4.98953,1930.0,To renovate,0,1,,,0,4.0,,1,,1,459.0,D,Flanders,Antwerp,0.2,0,,False,384.9668296496185,96.0,0.49673202614379086,0.02631578947368421,38.0,51984.0,0.5032679738562091
Apartment,apartment,59.0,1.0,1.0,2300,51.32402,4.953304,2024.0,New,0,0,,,1,3.0,4.0,0,,1,,,Flanders,Antwerp,0.6000000000000001,0,3.0,False,845.7710068036297,2.0,,0.01694915254237288,59.0,3481.0,
House,residence,110.0,3.0,,5530,50.3032654,4.8976649,,To renovate,0,0,,,0,3.0,2.0,1,,0,209.0,D,Wallonia,Namur,18.3,0,,False,161.28052877960113,,0.5263157894736842,0.02727272727272727,36.666666666666664,12100.0,0.4736842105263158
House,residence,147.0,3.0,1.0,2200,51.181321,4.85443333,1939.0,To renovate,0,0,,,0,3.0,,1,,1,385.0,F,Flanders,Antwerp,9.7,0,,False,604.8490979614187,87.0,0.38181818181818183,0.02040816326530612,49.0,21609.0,0.6181818181818182
House,residence,181.0,1.0,1.0,5630,50.17399355,4.40924685,,To renovate,0,1,1.0,,0,3.0,,1,,1,707.0,F,Wallonia,Namur,26.5,0,,False,59.79025711390846,,0.256011315417256,0.0055248618784530384,181.0,32761.0,0.7439886845827439
House,residence,105.0,2.0,1.0,7320,50.4824696,3.6459245,,To renovate,0,0,,Partially equipped,0,2.0,,1,,0,470.0,G,Wallonia,Hainaut,21.9,0,,False,271.497316671168,,0.22340425531914893,0.01904761904761905,52.5,11025.0,0.7765957446808511
House,residence,99.0,3.0,1.0,4130,50.529673,5.59092,1850.0,To renovate,0,1,1.0,Partially equipped,0,2.0,3.0,0,,0,156.0,E,Wallonia,Liège,11.5,0,,False,374.8445019812108,176.0,0.6346153846153846,0.030303030303030304,33.0,9801.0,0.3653846153846154
House,villa,190.0,3.0,1.0,7910,50.7266687,3.5473105,2019.0,Excellent,0,0,,Super equipped,0,4.0,,1,400.0,1,,A+,Wallonia,Hainaut,17.4,0,,False,108.5902179835059,7.0,,0.015789473684210527,63.333333333333336,36100.0,
Apartment,apartment,69.0,1.0,1.0,1800,50.9295932,4.4288595,1938.0,Excellent,0,0,,Fully equipped,0,2.0,3.0,0,,1,,D,Flanders,Flemish Brabant,10.3,0,2.0,False,2226.8278452516543,88.0,,0.014492753623188406,69.0,4761.0,
Apartment,duplex,,1.0,1.0,3680,51.0941749,5.7906713,,,0,0,,,1,,,0,,1,,,Flanders,Limburg,24.9,0,,False,334.6337044205168,,,,,,
House,residence,135.0,4.0,1.0,8930,50.7876399,3.1314938,,To renovate,0,0,,Not equipped,0,2.0,,0,,0,70.0,E,Flanders,West Flanders,7.5,0,,False,1042.8778181282994,,1.9285714285714286,0.02962962962962963,33.75,18225.0,-0.9285714285714286
House,residence,103.0,3.0,1.0,6250,50.4218194,4.57665088,1981.0,To renovate,0,1,1.0,,0,4.0,,1,,1,1183.0,G,Wallonia,Hainaut,9.4,0,,False,488.56845491983034,45.0,0.08706677937447169,0.02912621359223301,34.333333333333336,10609.0,0.9129332206255283
Apartment,penthouse,77.0,1.0,1.0,1000,50.8648307,4.3491892,,New,0,0,,,0,4.0,5.0,0,,1,,,Brussels,Brussels Capital Region,1.6,0,5.0,False,5993.831924903229,,,0.012987012987012988,77.0,5929.0,
House,residence,246.0,3.0,1.0,3545,50.93078207,5.11552365,1976.0,,0,1,1.0,,0,4.0,,1,,0,2541.0,D,Flanders,Limburg,13.6,0,,False,259.31740501284935,50.0,0.09681227863046045,0.012195121951219513,82.0,60516.0,0.9031877213695395
House,residence,318.0,5.0,2.0,4020,50.63330786,5.5756353,,,0,1,1.0,,0,2.0,,0,,1,117.0,D,Wallonia,Liège,0.3,0,,False,2874.325750721212,,2.717948717948718,0.015723270440251572,63.6,101124.0,-1.717948717948718
House,residence,,4.0,1.0,8670,51.105553,2.6454746,1918.0,Excellent,0,1,1.0,,0,4.0,,1,,1,774.0,F,Flanders,West Flanders,3.8,1,,False,426.07509778363584,108.0,,,,,
House,mixed-building,203.0,2.0,2.0,4020,50.6373271,5.594619,,To renovate,0,0,,Partially equipped,0,2.0,2.0,0,,1,408.0,,Wallonia,Liège,1.2,0,,False,2874.325750721212,,0.49754901960784315,0.009852216748768473,101.5,41209.0,0.5024509803921569
House,residence,135.0,3.0,1.0,2275,51.26519,4.783281,,Normal,0,0,,,0,4.0,2.0,1,126.0,1,,,Flanders,Antwerp,12.9,0,,False,287.3232445975698,,,0.022222222222222223,45.0,18225.0,
Apartment,studio,52.0,,1.0,1190,50.8167247,4.3404947,,To renovate,0,0,,Partially equipped,1,3.0,6.0,0,,1,,C,Brussels,Brussels Capital Region,1.7000000000000002,1,2.0,False,9325.255702797482,,,,,2704.0,
House,residence,300.0,4.0,1.0,7540,50.6379973,3.3788194,,Normal,0,1,3.0,,0,4.0,,1,,0,2139.0,B,Wallonia,Hainaut,3.6,0,,False,320.3777275931326,,0.1402524544179523,0.013333333333333334,75.0,90000.0,0.8597475455820477
House,residence,88.0,1.0,1.0,6030,50.4225821,4.4051978,,Fully renovated,0,0,,,0,3.0,2.0,1,505.0,1,636.0,E,Wallonia,Hainaut,3.1,0,,False,1998.7147535770227,,0.13836477987421383,0.011363636363636364,88.0,7744.0,0.8616352201257862
House,residence,144.0,3.0,1.0,2180,51.28398,4.414253,,Normal,0,0,,,0,3.0,,1,,1,450.0,D,Flanders,Antwerp,7.2,0,,False,2699.1056940804588,,0.32,0.020833333333333332,48.0,20736.0,0.6799999999999999
House,residence,200.0,2.0,1.0,6940,50.35064,5.49306,1978.0,,0,1,4.0,,0,4.0,,1,,1,915.0,E,Wallonia,Luxembourg,31.9,0,,False,73.28168569300765,48.0,0.2185792349726776,0.01,100.0,40000.0,0.7814207650273224
House,residence,146.0,3.0,1.0,2500,51.13829,4.5636600000000005,1949.0,Normal,0,0,,,0,2.0,,1,112.0,1,240.0,B,Flanders,Antwerp,13.9,0,,False,772.6101047719809,77.0,0.6083333333333333,0.02054794520547945,48.666666666666664,21316.0,0.3916666666666667
