property_type,property_subtype,living_area_m2,bedrooms,bathrooms,postal_code,latitude,longitude,building_year,state_of_the_building,furnished,has_garage,parking_count,kitchen_equipped,has_elevator,facades,floors_total,has_garden,garden_area_m2,has_terrace,total_area_m2,epc_score,region,province,km_from_nearby_city,is_nearby_city_prestigious,floor_number,coord_swapped,urban_density,property_age,living_area_ratio,bedroom_density,average_room_size,living_area_squared,external_area_dominance_index
House,residence,200.0,4.0,1.0,8940,50.7806525,3.0417911,1874.0,,0,1,1.0,,0,2.0,3.0,0,,0,130.0,B,Flanders,West Flanders,12.7,0,,False,438.83540171156676,152.0,1.5384615384615385,0.02,50.0,40000.0,-0.5384615384615385
House,residence,262.0,3.0,1.0,9280,50.99803,4.115736,2026.0,New,0,0,,,0,3.0,2.0,1,100.0,0,,,Flanders,East Flanders,3.6,0,,False,742.4471135518703,0.0,,0.011450381679389313,87.33333333333333,68644.0,
House,residence,80.0,2.0,1.0,5300,50.5105595,5.0846244,2009.0,Normal,0,1,1.0,,0,,2.0,1,1169.0,1,1226.0,B,Wallonia,Namur,16.1,0,,False,327.8477400802004,17.0,0.06525285481239804,0.025,40.0,6400.0,0.9347471451876019
House,residence,615.0,9.0,5.0,5570,50.1003926,4.9059609,1849.0,,1,1,2.0,,0,4.0,,1,40505.0,1,40505.0,E,Wallonia,Namur,40.8,0,,False,54.37880707785936,177.0,0.015183310702382422,0.014634146341463415,68.33333333333333,378225.0,0.9848166892976176
House,residence,449.0,6.0,3.0,8700,50.9964812,3.3217387,,Fully renovated,0,1,1.0,,0,,,1,115.0,1,764.0,A,Flanders,West Flanders,13.8,0,,False,,,0.587696335078534,0.013363028953229399,74.83333333333333,201601.0,0.412303664921466
Apartment,apartment,125.0,4.0,1.0,8670,51.1048526,2.6171564,2026.0,New,0,1,,,1,,2.0,0,,1,,,Flanders,West Flanders,1.8,1,2.0,False,426.07509778363584,0.0,,0.032,31.25,15625.0,
Apartment,studio,50.0,,1.0,8400,51.2291015,2.9190149,1918.0,Normal,0,0,,Fully equipped,0,2.0,4.0,0,,0,,B,Flanders,West Flanders,1.7000000000000002,0,1.0,False,1764.800019654242,108.0,,,,2500.0,
Apartment,apartment,,1.0,1.0,8620,51.1294935,2.7665503,,,0,0,,,0,,,1,,1,,,Flanders,West Flanders,14.8,0,3.0,False,342.86571449728837,,,,,,
House,residence,165.0,3.0,,6690,50.2492013,5.8381112,1900.0,To renovate,0,0,,,0,4.0,2.0,1,415.0,0,750.0,,Wallonia,Luxembourg,37.8,0,,False,55.81345815325597,126.0,0.22,0.01818181818181818,55.0,27225.0,0.78
Apartment,apartment,90.0,2.0,1.0,1745,50.9668319,4.1965437,1999.0,Normal,0,1,1.0,,0,,,0,,1,,C,Flanders,Flemish Brabant,9.6,0,2.0,False,753.3403916901041,27.0,,0.022222222222222223,45.0,8100.0,
House,residence,105.0,3.0,1.0,6941,50.3780315,5.5393552,2024.0,New,0,0,,,0,3.0,1.0,1,,1,616.0,A,Wallonia,Luxembourg,28.5,0,,False,73.28168569300765,2.0,0.17045454545454544,0.02857142857142857,35.0,11025.0,0.8295454545454546
Apartment,studio,30.0,,1.0,1000,50.8627229,4.3536052,2020.0,New,1,0,,,1,2.0,,1,,0,,C,Brussels,Brussels Capital Region,1.4,0,5.0,False,5993.831924903229,6.0,,,,900.0,
House,residence,185.0,4.0,2.0,4920,50.4766843,5.6807206,1918.0,,0,1,1.0,,0,3.0,,1,,1,802.0,D,Wallonia,Liège,18.0,0,,False,162.27895578136088,108.0,0.23067331670822944,0.021621621621621623,46.25,34225.0,0.7693266832917706
Apartment,apartment,92.0,2.0,,7100,50.469385,4.1892216,,Normal,0,1,1.0,,1,,,0,,1,,,Wallonia,Hainaut,1.1,0,1.0,False,1265.1388437874166,,,0.021739130434782608,46.0,8464.0,
Apartment,apartment,52.0,2.0,1.0,1060,50.8368495,4.3407164,1878.0,Excellent,0,0,,Super equipped,0,2.0,4.0,0,,0,,C,Brussels,Brussels Capital Region,1.7000000000000002,0,4.0,False,19270.221665394678,148.0,,0.038461538461538464,26.0,2704.0,
House,residence,650.0,5.0,5.0,2820,51.0166667,4.55,,Excellent,0,1,1.0,Super equipped,1,4.0,,1,,1,16593.0,C,Flanders,Antwerp,5.2,0,,False,535.8179401133107,,0.03917314530223588,0.007692307692307693,130.0,422500.0,0.9608268546977641
House,mixed-building,270.0,4.0,2.0,8200,51.20172,3.201313,,Normal,0,1,2.0,,0,2.0,2.0,0,,1,297.0,C,Flanders,West Flanders,1.8,0,,False,851.9094909591487,,0.9090909090909091,0.014814814814814815,67.5,72900.0,0.09090909090909094
House,residence,,3.0,,1070,50.8383834,4.3119787,,,0,0,,,0,,,0,,0,120.0,,Brussels,Brussels Capital Region,3.1,0,,False,7185.624093582328,,,,,,
House,residence,262.0,4.0,1.0,6997,50.28976405,5.53569386,2000.0,,0,0,,,0,4.0,,1,2256.0,1,2410.0,C,Wallonia,Luxembourg,38.2,0,,False,42.538961204878184,26.0,0.1087136929460581,0.015267175572519083,65.5,68644.0,0.8912863070539419
Apartment,apartment,72.0,3.0,1.0,1000,50.8300545,4.3616733,1950.0,To renovate,0,0,,,1,,7.0,0,,1,,G,Brussels,Brussels Capital Region,2.4,0,3.0,False,5993.831924903229,76.0,,0.041666666666666664,24.0,5184.0,
House,villa,106.0,3.0,1.0,7012,50.4440884,3.9046018,,Excellent,0,1,1.0,,0,4.0,,1,400.0,1,545.0,B,Wallonia,Hainaut,3.6,0,,False,658.1789437220868,,0.1944954128440367,0.02830188679245283,35.333333333333336,11236.0,0.8055045871559633
House,residence,126.0,2.0,1.0,6700,49.6852352,5.81541586,1874.0,Normal,0,0,,,0,2.0,,0,,1,45.0,D,Wallonia,Luxembourg,0.2,0,,False,264.5100871196674,152.0,2.8,0.015873015873015872,63.0,15876.0,-1.7999999999999998
Apartment,apartment,197.0,3.0,3.0,1000,50.8559698,4.3485481,2025.0,New,0,0,,Super equipped,1,2.0,6.0,0,,1,,A,Brussels,Brussels Capital Region,0.7000000000000001,0,6.0,False,5993.831924903229,1.0,,0.015228426395939087,65.66666666666667,38809.0,
Apartment,apartment,48.0,1.0,1.0,1000,50.8345993,4.3510843,,Excellent,1,0,,Super equipped,0,3.0,2.0,0,,0,,D,Brussels,Brussels Capital Region,1.7000000000000002,0,1.0,False,5993.831924903229,,,0.020833333333333332,48.0,2304.0,
House,residence,319.0,5.0,2.0,2260,51.1242638,4.867517,1992.0,Normal,0,1,1.0,Fully equipped,0,4.0,,1,500.0,1,1088.0,B,Flanders,Antwerp,9.7,0,,False,463.3286509436647,34.0,0.2931985294117647,0.01567398119122257,63.8,101761.0,0.7068014705882353
Apartment,apartment,92.0,3.0,2.0,8670,51.1162221,2.6388219,1977.0,To renovate,0,0,,,1,2.0,6.0,1,,1,,B,Flanders,West Flanders,3.7,1,5.0,False,426.07509778363584,49.0,,0.03260869565217391,30.666666666666668,8464.0,
House,residence,421.0,5.0,5.0,9831,51.0144842,3.6036427,1962.0,Normal,0,0,,Super equipped,0,4.0,2.0,1,950.0,1,2944.0,C,Flanders,East Flanders,9.1,0,,False,563.8710716768456,64.0,0.14300271739130435,0.011876484560570071,84.2,177241.0,0.8569972826086957
House,residence,176.0,3.0,2.0,9940,51.1101028,3.7067231,,New,0,1,1.0,,0,4.0,,0,,0,448.0,,Flanders,East Flanders,6.2,0,,False,494.2487865713953,,0.39285714285714285,0.017045454545454544,58.666666666666664,30976.0,0.6071428571428572
House,residence,147.0,3.0,1.0,6540,50.3682434,4.2662585,,New,0,0,,,0,4.0,,1,,0,1988.0,A+,Wallonia,Hainaut,13.5,0,,False,184.8596675895721,,0.07394366197183098,0.02040816326530612,49.0,21609.0,0.926056338028169
House,residence,430.0,7.0,3.0,1050,50.8205165,4.3722246,1905.0,Normal,0,1,2.0,Super equipped,0,2.0,3.0,1,40.0,1,238.0,G,Brussels,Brussels Capital Region,3.2,1,,False,10007.880162151841,121.0,1.8067226890756303,0.01627906976744186,61.42857142857143,184900.0,-0.8067226890756303
House,residence,570.0,6.0,2.0,7911,50.6513567,3.5935257,,To renovate,0,1,1.0,,0,4.0,,1,,1,3167.0,C,Wallonia,Hainaut,15.3,0,,False,108.5902179835059,,0.17998105462582886,0.010526315789473684,95.0,324900.0,0.8200189453741711
Apartment,apartment,79.0,2.0,1.0,6220,50.53966374,4.32481319,,New,0,0,,,1,,3.0,0,,1,,,Wallonia,Hainaut,11.7,0,2.0,False,385.413160337376,,,0.02531645569620253,39.5,6241.0,
Apartment,apartment,58.0,1.0,1.0,1020,50.8881986,4.3412755,1964.0,Normal,0,0,,Partially equipped,1,2.0,4.0,0,,0,,G,Brussels,Brussels Capital Region,4.3,0,4.0,False,5993.831924903229,62.0,,0.017241379310344827,58.0,3364.0,
House,residence,132.0,3.0,1.0,1770,50.86891,4.08729,,New,0,0,,,0,3.0,,0,,0,346.0,,Flanders,Flemish Brabant,8.4,0,,False,1391.201264217676,,0.3815028901734104,0.022727272727272728,44.0,17424.0,0.6184971098265897
House,residence,186.0,3.0,1.0,9600,50.7517805,3.6250591,,Normal,0,0,,,0,3.0,1.0,1,,0,370.0,E,Flanders,East Flanders,20.9,0,,False,794.7273809614511,,0.5027027027027027,0.016129032258064516,62.0,34596.0,0.4972972972972973
House,residence,138.0,3.0,1.0,8600,51.0578926,2.8839529,1970.0,,0,1,1.0,,0,2.0,,1,,1,296.0,F,Flanders,West Flanders,17.8,0,,False,115.01536365492748,56.0,0.46621621621621623,0.021739130434782608,46.0,19044.0,0.5337837837837838
Apartment,apartment,,14.0,14.0,4800,50.5890702,5.8710967,1899.0,To renovate,0,1,14.0,,0,4.0,3.0,1,,1,,,Wallonia,Liège,0.6000000000000001,0,,False,1700.4115374168132,127.0,,,,,
Apartment,apartment,68.0,2.0,1.0,6700,49.6775424,5.7977705,2002.0,Normal,0,0,,Fully equipped,0,3.0,2.0,1,,0,,E,Wallonia,Luxembourg,1.5,0,0.0,False,264.5100871196674,24.0,,0.029411764705882353,34.0,4624.0,
House,residence,127.0,3.0,1.0,3600,50.98514,5.530863,1978.0,Normal,0,1,1.0,,0,4.0,,0,,0,663.0,D,Flanders,Limburg,3.1,0,,False,777.1742077168668,48.0,0.19155354449472098,0.023622047244094488,42.333333333333336,16129.0,0.808446455505279
House,residence,194.0,3.0,1.0,4317,50.6395956,5.2198564,1800.0,To renovate,0,0,,Fully equipped,0,3.0,2.0,1,324.0,1,434.0,G,Wallonia,Liège,19.9,0,,False,146.95285934832185,226.0,0.4470046082949309,0.015463917525773196,64.66666666666667,37636.0,0.5529953917050692
House,residence,269.0,5.0,2.0,2980,51.2604909,4.6537454,1980.0,,0,1,1.0,Super equipped,0,4.0,,1,,1,723.0,C,Flanders,Antwerp,18.1,0,,False,588.6003959557321,46.0,0.37206085753803597,0.01858736059479554,53.8,72361.0,0.627939142461964
Apartment,ground-floor,93.0,3.0,,2600,51.20414,4.443799,1974.0,To renovate,0,0,,,1,,,0,,0,,C,Flanders,Antwerp,3.3,0,,False,2699.1056940804588,52.0,,0.03225806451612903,31.0,8649.0,
House,residence,163.0,3.0,2.0,3500,50.94064406,5.30576893,1932.0,Normal,0,0,,,0,2.0,3.0,0,,1,118.0,B,Flanders,Limburg,2.2,0,,False,,94.0,1.38135593220339,0.018404907975460124,54.333333333333336,26569.0,-0.3813559322033899
House,residence,211.0,4.0,2.0,3545,50.97465905,5.10987145,1956.0,To renovate,0,1,1.0,,0,4.0,,1,,1,,E,Flanders,Limburg,16.3,0,,False,259.31740501284935,70.0,,0.018957345971563982,52.75,44521.0,
Apartment,studio,38.0,,1.0,6001,50.3973615,4.4512901,,To renovate,0,1,,,1,,,0,,0,,C,Wallonia,Hainaut,1.6,0,1.0,False,1998.7147535770227,,,,,1444.0,
Apartment,apartment,190.0,3.0,1.0,2018,51.20971,4.413988,,Excellent,0,0,,,0,2.0,3.0,0,,1,,D,Flanders,Antwerp,1.3,0,2.0,False,2699.1056940804588,,,0.015789473684210527,63.333333333333336,36100.0,
Apartment,apartment,78.0,2.0,,2640,51.1672,4.452268,1932.0,To renovate,0,0,,,0,2.0,2.0,0,,1,,D,Flanders,Antwerp,6.8,0,2.0,False,3434.5889572582723,94.0,,0.02564102564102564,39.0,6084.0,
House,villa,173.0,4.0,2.0,2860,51.0438134,4.515997,2025.0,New,0,1,,,0,3.0,,1,266.0,0,,,Flanders,Antwerp,3.3,0,,False,606.1872303184107,1.0,,0.023121387283236993,43.25,29929.0,
House,residence,342.0,7.0,,4870,50.58974384,5.68630015,,Normal,0,1,,,0,4.0,,1,7858.0,0,7858.0,D,Wallonia,Liège,8.9,0,,False,338.0263817714998,,0.043522524815474674,0.02046783625730994,48.857142857142854,116964.0,0.9564774751845253
Apartment,apartment,108.0,1.0,1.0,5590,50.2962901,5.1026339,2023.0,Excellent,0,0,,Fully equipped,0,2.0,1.0,0,,0,,A,Wallonia,Namur,25.3,0,1.0,False,116.45392758162295,3.0,,0.009259259259259259,108.0,11664.0,
Apartment,triplex,141.0,3.0,1.0,6850,49.8960983,5.1190822,2025.0,New,0,0,,Fully equipped,0,3.0,,0,,1,,,Wallonia,Luxembourg,55.4,0,,False,49.70665850522058,1.0,,0.02127659574468085,47.0,19881.0,
Apartment,apartment,50.0,2.0,1.0,1050,50.8280783,4.3747084,,To renovate,0,0,,,0,2.0,3.0,0,,1,,,Brussels,Brussels Capital Region,3.0,0,3.0,False,10007.880162151841,,,0.04,25.0,2500.0,
House,residence,275.0,4.0,2.0,9550,50.8330574,3.9121792,,Normal,0,0,,,0,4.0,,1,2100.0,1,2458.0,C,Flanders,East Flanders,14.7,0,,False,400.3551020442986,,0.11187957689178193,0.014545454545454545,68.75,75625.0,0.888120423108218
House,residence,400.0,,,5660,50.05,4.4833333,,,0,1,1.0,,0,2.0,,0,,0,539.0,,Wallonia,Namur,40.2,0,,False,67.25263741371081,,0.7421150278293135,,,160000.0,0.2578849721706865
Apartment,apartment,52.0,1.0,1.0,1083,50.87113,4.30253,,Excellent,0,0,,,0,,,0,,1,,D,Brussels,Brussels Capital Region,4.2,0,2.0,False,10539.994321308412,,,0.019230769230769232,52.0,2704.0,
Apartment,apartment,85.0,1.0,1.0,1083,50.87113,4.30253,1950.0,Normal,0,0,,Fully equipped,1,,4.0,0,,1,,E,Brussels,Brussels Capital Region,4.2,0,2.0,False,10539.994321308412,76.0,,0.011764705882352941,85.0,7225.0,
House,residence,330.0,7.0,2.0,4130,50.5651144,5.5822613,1918.0,To renovate,0,0,,,0,4.0,4.0,1,,1,2308.0,G,Wallonia,Liège,7.5,0,,False,374.8445019812108,108.0,0.14298093587521662,0.021212121212121213,47.142857142857146,108900.0,0.8570190641247833
House,residence,176.0,3.0,2.0,9940,51.1787632,3.7466865,,New,0,1,1.0,,0,4.0,,0,,0,609.0,,Flanders,East Flanders,14.0,0,,False,494.2487865713953,,0.2889983579638752,0.017045454545454544,58.666666666666664,30976.0,0.7110016420361248
House,residence,219.0,4.0,1.0,6700,49.6981147,5.7638114,,To renovate,0,1,1.0,,0,4.0,,0,,0,1206.0,F,Wallonia,Luxembourg,4.1,0,,False,264.5100871196674,,0.18159203980099503,0.0182648401826484,54.75,47961.0,0.818407960199005
House,chalet,38.0,2.0,,5542,50.1885569,4.82942845,,Normal,1,0,,,0,4.0,1.0,0,,1,179.0,,Wallonia,Namur,31.1,0,,False,107.45444324011787,,0.2122905027932961,0.05263157894736842,19.0,1444.0,0.7877094972067039
House,residence,,3.0,1.0,3500,50.9668819,5.3582608,1962.0,Fully renovated,0,1,1.0,Super equipped,0,3.0,3.0,1,,1,1048.0,C,Flanders,Limburg,4.4,0,,False,,64.0,,,,,
House,residence,155.0,4.0,1.0,2300,51.31944,4.944546,1930.0,,0,0,,,0,2.0,,1,,1,150.0,D,Flanders,Antwerp,0.3,0,,False,845.7710068036297,96.0,1.0333333333333334,0.025806451612903226,38.75,24025.0,-0.03333333333333344
Apartment,apartment,89.0,2.0,1.0,3680,51.0983909,5.7837625,2019.0,,0,0,,,0,,,1,,1,,A,Flanders,Limburg,24.8,0,,False,334.6337044205168,7.0,,0.02247191011235955,44.5,7921.0,
House,residence,187.0,3.0,1.0,3700,50.7629161,5.529035,1930.0,,0,1,,Fully equipped,0,3.0,3.0,1,,0,670.0,F,Flanders,Limburg,14.9,0,,False,,96.0,0.2791044776119403,0.016042780748663103,62.333333333333336,34969.0,0.7208955223880598
Apartment,apartment,134.0,3.0,2.0,8670,51.1157507,2.6363602,2025.0,New,0,1,,,1,,2.0,0,,1,,,Flanders,West Flanders,3.6,1,1.0,False,426.07509778363584,1.0,,0.022388059701492536,44.666666666666664,17956.0,
Apartment,apartment,107.0,3.0,1.0,2310,51.32973,4.775261,2025.0,New,0,0,,,1,4.0,2.0,0,,1,,,Flanders,Antwerp,11.8,0,2.0,False,268.12363830430195,1.0,,0.028037383177570093,35.666666666666664,11449.0,
House,residence,100.0,3.0,1.0,4520,50.5672767,5.1655285,1900.0,To renovate,0,1,1.0,,0,4.0,,1,200.0,1,388.0,G,Wallonia,Liège,23.8,0,,False,318.04317637817434,126.0,0.25773195876288657,0.03,33.333333333333336,10000.0,0.7422680412371134
Apartment,penthouse,136.0,3.0,1.0,7334,50.4792056,3.7659709,2026.0,New,0,0,,,1,,2.0,1,,1,,,Wallonia,Hainaut,13.5,0,2.0,False,336.55756146779254,0.0,,0.022058823529411766,45.333333333333336,18496.0,
House,residence,,2.0,,4610,50.6186445,5.6660028,,,0,0,,,0,,,1,,0,227.0,E,Wallonia,Liège,6.3,0,,False,1643.9980774209712,,,,,,
Apartment,ground-floor,100.0,3.0,1.0,7712,50.722568,3.2326156,,Fully renovated,0,1,,Fully equipped,0,3.0,,1,,1,,C,Wallonia,Hainaut,2.7,0,,False,1484.477213875128,,,0.03,33.333333333333336,10000.0,
House,residence,175.0,4.0,2.0,4750,50.4225942,6.1829196,2025.0,,0,1,,,0,,,1,3200.0,1,,,Wallonia,Liège,29.2,0,,False,57.56410482475544,1.0,,0.022857142857142857,43.75,30625.0,
Apartment,duplex,200.0,2.0,1.0,5100,50.452646,4.8634425,2005.0,Normal,0,0,,,1,3.0,5.0,1,30.0,1,,C,Wallonia,Namur,1.6,0,5.0,False,653.844532744602,21.0,,0.01,100.0,40000.0,
Apartment,apartment,98.0,1.0,1.0,1000,50.8515472,4.3476936,1770.0,Excellent,0,0,,Super equipped,1,2.0,3.0,0,,0,,E,Brussels,Brussels Capital Region,0.3,0,1.0,False,5993.831924903229,256.0,,0.01020408163265306,98.0,9604.0,
House,mixed-building,1000.0,,,1000,50.8427501,4.3515499,,To renovate,0,0,,,0,2.0,,0,,0,,,Brussels,Brussels Capital Region,0.8,0,,False,5993.831924903229,,,,,1000000.0,
Apartment,apartment,75.0,2.0,1.0,7370,50.4000125,3.7827922,,Normal,0,0,,Fully equipped,0,,,0,,0,,C,Wallonia,Hainaut,13.4,0,,False,492.53660378076745,,,0.02666666666666667,37.5,5625.0,
Apartment,apartment,60.0,1.0,1.0,4102,50.5805107,5.5479676,2016.0,Excellent,0,0,,Fully equipped,1,2.0,,0,,1,,A,Wallonia,Liège,6.2,0,6.0,False,1833.100313298191,10.0,,0.016666666666666666,60.0,3600.0,
House,residence,259.0,4.0,1.0,5570,50.1003926,4.9059609,,,0,1,1.0,,0,2.0,,1,,1,1200.0,E,Wallonia,Namur,40.8,0,,False,54.37880707785936,,0.21583333333333332,0.015444015444015444,64.75,67081.0,0.7841666666666667
House,residence,325.0,4.0,2.0,5570,50.09513,4.8927700000000005,,To renovate,0,0,,,0,,,0,,1,,D,Wallonia,Namur,41.4,0,,False,54.37880707785936,,,0.012307692307692308,81.25,105625.0,
House,residence,120.0,3.0,1.0,4030,50.6226992,5.60116963,1935.0,,0,0,,,0,2.0,2.0,1,,0,230.0,D,Wallonia,Liège,1.9,0,,False,2874.325750721212,91.0,0.5217391304347826,0.025,40.0,14400.0,0.4782608695652174
House,residence,205.0,4.0,1.0,1490,50.6465999,4.5620269,1930.0,To renovate,0,1,,,0,2.0,4.0,1,,1,645.0,D,Wallonia,Walloon Brabant,27.1,0,,False,406.5798052604196,96.0,0.3178294573643411,0.01951219512195122,51.25,42025.0,0.6821705426356589
House,residence,,3.0,1.0,6661,50.16231895,5.8204473,2012.0,Normal,0,0,,,0,4.0,1.0,1,,0,1090.0,B,Wallonia,Luxembourg,47.6,0,,False,31.873545949508046,14.0,,,,,
House,villa,234.0,5.0,3.0,7700,50.7459126,3.219272,2008.0,Excellent,0,1,,Fully equipped,0,4.0,,1,660.0,1,1104.0,B,Wallonia,Hainaut,0.5,0,,False,1484.477213875128,18.0,0.21195652173913043,0.021367521367521368,46.8,54756.0,0.7880434782608696
House,residence,850.0,13.0,4.0,8000,51.2068128,3.2288311,1850.0,To renovate,0,1,3.0,Fully equipped,0,3.0,2.0,1,,1,469.0,F,Flanders,West Flanders,0.4,0,,False,851.9094909591487,176.0,1.812366737739872,0.015294117647058824,65.38461538461539,722500.0,-0.812366737739872
House,residence,150.0,4.0,,4877,50.60864107,5.71139834,,,0,0,,,0,,,0,,0,2204.0,G,Wallonia,Liège,9.7,0,,False,260.1339274568132,,0.06805807622504537,0.02666666666666667,37.5,22500.0,0.9319419237749547
House,residence,216.0,3.0,1.0,6980,50.1758217,5.6069161,,Fully renovated,0,1,111.0,Fully equipped,0,4.0,,0,,1,1220.0,C,Wallonia,Luxembourg,49.4,0,,False,27.382187011862,,0.17704918032786884,0.013888888888888888,72.0,46656.0,0.8229508196721311
Apartment,apartment,118.0,3.0,2.0,6700,49.69201,5.807975,2025.0,New,0,0,,Super equipped,1,2.0,3.0,1,,1,,A,Wallonia,Luxembourg,1.2,0,3.0,False,264.5100871196674,1.0,,0.025423728813559324,39.333333333333336,13924.0,
House,villa,362.0,5.0,2.0,7540,50.6379973,3.3788194,,Normal,0,1,2.0,,0,4.0,,1,,1,1850.0,B,Wallonia,Hainaut,3.6,0,,False,320.3777275931326,,0.19567567567567568,0.013812154696132596,72.4,131044.0,0.8043243243243243
House,residence,125.0,3.0,1.0,6850,49.934764,5.1208909,1950.0,Normal,0,1,1.0,Fully equipped,0,2.0,,1,100.0,1,228.0,C,Wallonia,Luxembourg,57.2,0,,False,49.70665850522058,76.0,0.5482456140350878,0.024,41.666666666666664,15625.0,0.45175438596491224
House,residence,330.0,6.0,2.0,6630,49.8271711,5.7323366,1993.0,,0,1,2.0,Super equipped,0,4.0,,1,,1,826.0,C,Wallonia,Luxembourg,17.1,0,,False,70.83620491173582,33.0,0.39951573849878935,0.01818181818181818,55.0,108900.0,0.6004842615012107
Apartment,apartment,63.0,1.0,1.0,1050,50.8159764,4.3872126,1957.0,To renovate,0,0,,Fully equipped,0,2.0,3.0,0,,0,,F,Brussels,Brussels Capital Region,3.8,1,0.0,False,10007.880162151841,69.0,,0.015873015873015872,63.0,3969.0,
House,residence,80.0,2.0,1.0,1400,50.5961305,4.3203397,1700.0,To renovate,0,0,,,0,2.0,,0,,0,80.0,E,Wallonia,Walloon Brabant,15.9,0,,False,483.7734161538502,326.0,1.0,0.025,40.0,6400.0,0.0
Apartment,apartment,60.0,1.0,1.0,1200,50.8471702,4.4388927,1970.0,Normal,0,0,,,1,4.0,13.0,0,,1,,E,Brussels,Brussels Capital Region,6.1,0,6.0,False,8357.49424156772,56.0,,0.016666666666666666,60.0,3600.0,
House,residence,205.0,5.0,2.0,3570,50.8991348,5.2745435,1971.0,,0,1,1.0,,0,3.0,,0,,1,596.0,B,Flanders,Limburg,5.4,0,,False,422.7726506424369,55.0,0.34395973154362414,0.024390243902439025,41.0,42025.0,0.6560402684563759
House,residence,108.0,2.0,1.0,4400,50.6014236,5.4454345,1950.0,Normal,0,1,1.0,Partially equipped,0,3.0,1.0,0,,1,162.0,G,Wallonia,Liège,10.1,0,,False,739.5860195823743,76.0,0.6666666666666666,0.018518518518518517,54.0,11664.0,0.33333333333333337
House,residence,196.0,4.0,2.0,6698,50.32456379,5.90858667,1930.0,Normal,0,1,1.0,,0,4.0,,1,,1,1462.0,D,Wallonia,Luxembourg,29.6,0,,False,55.81345815325597,96.0,0.13406292749658003,0.02040816326530612,49.0,38416.0,0.86593707250342
House,residence,250.0,4.0,1.0,4219,50.62710365,5.04339442,,,0,1,5.0,,0,4.0,,1,,1,5800.0,E,Wallonia,Liège,21.7,0,,False,130.18470327566055,,0.04310344827586207,0.016,62.5,62500.0,0.9568965517241379
Apartment,apartment,126.0,3.0,2.0,1160,50.8174646,4.4278945,2019.0,Normal,0,0,,Super equipped,1,3.0,7.0,0,,1,,A,Brussels,Brussels Capital Region,6.5,0,6.0,False,4369.356503307827,7.0,,0.023809523809523808,42.0,15876.0,
House,residence,158.0,3.0,1.0,7504,50.5784046,3.3280009,,New,0,1,1.0,,0,4.0,,1,,0,1150.0,A+,Wallonia,Hainaut,5.3,0,,False,320.3777275931326,,0.1373913043478261,0.0189873417721519,52.666666666666664,24964.0,0.8626086956521739
Apartment,apartment,127.0,3.0,2.0,9052,51.0089468,3.7019618,2024.0,New,0,1,,Super equipped,1,2.0,,1,,1,,,Flanders,East Flanders,5.2,0,1.0,False,1728.1862462455617,2.0,,0.023622047244094488,42.333333333333336,16129.0,
Apartment,apartment,71.0,1.0,1.0,2640,51.17356,4.443089,1954.0,Normal,0,0,,,0,2.0,3.0,0,,0,,C,Flanders,Antwerp,5.8,0,2.0,False,3434.5889572582723,72.0,,0.014084507042253521,71.0,5041.0,
House,residence,147.0,3.0,1.0,5360,50.3453749,5.0922322,,New,0,0,,,0,4.0,,1,,0,1137.0,A+,Wallonia,Namur,20.9,0,,False,97.10494215059221,,0.12928759894459102,0.02040816326530612,49.0,21609.0,0.870712401055409
House,chalet,,1.0,,5600,50.16615,4.493142,,To renovate,0,1,,,0,,,1,,0,1320.0,G,Wallonia,Namur,27.4,0,,False,60.93980168651363,,,,,,
House,residence,120.0,3.0,1.0,4821,50.6069023,5.8692338,2010.0,Excellent,0,1,1.0,Fully equipped,0,4.0,1.0,1,,1,533.0,B,Wallonia,Liège,2.0,0,,False,1089.7717569988304,16.0,0.225140712945591,0.025,40.0,14400.0,0.774859287054409
House,mixed-building,214.0,6.0,3.0,5300,50.4882292,5.0973161,1850.0,To renovate,0,0,,,0,3.0,5.0,0,,1,186.0,F,Wallonia,Namur,16.4,0,,False,327.8477400802004,176.0,1.1505376344086022,0.028037383177570093,35.666666666666664,45796.0,-0.15053763440860224
Apartment,apartment,110.0,2.0,2.0,1180,50.792611,4.328551,2021.0,Excellent,0,1,1.0,Super equipped,1,,3.0,0,,1,,A,Brussels,Brussels Capital Region,1.2,1,3.0,False,3811.786011123928,5.0,,0.01818181818181818,55.0,12100.0,
Apartment,apartment,116.0,2.0,2.0,9000,51.0508537,3.7216346,1958.0,Fully renovated,0,0,,,1,2.0,3.0,0,,0,,C,Flanders,East Flanders,0.5,0,3.0,False,1728.1862462455617,68.0,,0.017241379310344827,58.0,13456.0,
Apartment,studio,42.0,,1.0,1190,50.8183781,4.3352816,,To renovate,0,0,,,1,2.0,8.0,0,,1,,G,Brussels,Brussels Capital Region,1.9,1,0.0,False,9325.255702797482,,,,,1764.0,
House,bungalow,246.0,3.0,1.0,8600,51.0002459,2.869372,1970.0,To renovate,0,1,1.0,,0,3.0,,1,,1,540.0,D,Flanders,West Flanders,18.7,0,,False,115.01536365492748,56.0,0.45555555555555555,0.012195121951219513,82.0,60516.0,0.5444444444444445
Apartment,apartment,92.0,3.0,1.0,2050,51.22132,4.378788,1964.0,Excellent,0,0,,,1,2.0,11.0,0,,1,,B,Flanders,Antwerp,1.7000000000000002,0,7.0,False,2699.1056940804588,62.0,,0.03260869565217391,30.666666666666668,8464.0,
